Model,Seed,Metric,ER,PR,HER2,experiment,round
finetuned_model,42,balanced_accuracy,0.7180259499536608,0.6944763495875536,0.5723628691983123,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,smoothing;True,st_PCA;True",20250226_135145
finetuned_model,42,accuracy,0.8256880733944955,0.8165137614678899,0.6926605504587156,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,smoothing;True,st_PCA;True",20250226_035839
finetuned_model,42,auc,0.8639944392956442,0.8311579826668057,0.7234177215189874,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,smoothing;True,st_PCA;True",20250226_035839
finetuned_model,42,balanced_accuracy,0.7468721037998146,0.7372872507048136,0.519198312236287,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,smoothing;True,st_PCA;True",20250226_035839
finetuned_model,42,accuracy,0.8394495412844036,0.7981651376146789,0.7568807339449541,Defaults+train_epochs;0,20250218_181757
finetuned_model,42,auc,0.8857738646895272,0.8197765479795343,0.780379746835443,Defaults+train_epochs;0,20250218_181757
finetuned_model,42,balanced_accuracy,0.7493049119555144,0.7195363892659496,0.6048523206751055,Defaults+train_epochs;0,20250218_181757
finetuned_model,42,accuracy,0.8256880733944955,0.7889908256880734,0.7247706422018348,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250220_004412
finetuned_model,42,auc,0.8758109360518999,0.821656050955414,0.7703586497890296,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250220_004412
finetuned_model,42,balanced_accuracy,0.7600787766450416,0.7131669625143573,0.5620253164556962,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250220_004412
finetuned_model,42,accuracy,0.8348623853211009,0.7935779816513762,0.7201834862385321,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250220_165936
finetuned_model,42,auc,0.8767377201112141,0.8323065678187324,0.753691983122363,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250220_165936
finetuned_model,42,balanced_accuracy,0.7462928637627433,0.7113396679544743,0.5588607594936709,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250220_165936
finetuned_model,42,accuracy,0.8211009174311926,0.8302752293577982,0.7477064220183486,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250220_080048
finetuned_model,42,auc,0.8787071362372567,0.8426438341860707,0.7591772151898735,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250220_080048
finetuned_model,42,balanced_accuracy,0.7306533827618165,0.7568654067035606,0.5881856540084388,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250220_080048
finetuned_model,42,accuracy,0.8119266055045872,0.8165137614678899,0.7522935779816514,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250220_093725
finetuned_model,42,auc,0.8506719184430028,0.822282551947374,0.7753164556962026,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250220_093725
finetuned_model,42,balanced_accuracy,0.7180259499536608,0.7422992586404928,0.6275316455696203,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250220_093725
finetuned_model,42,accuracy,0.8302752293577982,0.8073394495412844,0.7339449541284404,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250219_230256
finetuned_model,42,auc,0.880097312326228,0.8328286519786989,0.77626582278481,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250219_230256
finetuned_model,42,balanced_accuracy,0.7366774791473587,0.725905816017542,0.5631856540084388,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250219_230256
finetuned_model,42,accuracy,0.8165137614678899,0.8027522935779816,0.7110091743119266,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250220_183122
finetuned_model,42,auc,0.871177015755329,0.8384671609063381,0.770253164556962,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250220_183122
finetuned_model,42,balanced_accuracy,0.7342446709916589,0.7377571264487836,0.5370253164556962,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True",20250220_183122
finetuned_model,42,accuracy,0.8211009174311926,0.7844036697247706,0.7431192660550459,"Defaults+normalize_total;True,log1p;True",20250220_214418
finetuned_model,42,auc,0.8376969416126044,0.7854234102537329,0.7424050632911392,"Defaults+normalize_total;True,log1p;True",20250220_214418
finetuned_model,42,balanced_accuracy,0.7174467099165894,0.6949462253315235,0.6005274261603375,"Defaults+normalize_total;True,log1p;True",20250220_214418
finetuned_model,42,accuracy,0.8394495412844036,0.7844036697247706,0.7568807339449541,"Defaults+normalize_total;True,log1p;True",20250220_164913
finetuned_model,42,auc,0.8717562557924005,0.7845880755977863,0.7651898734177215,"Defaults+normalize_total;True,log1p;True",20250220_164913
finetuned_model,42,balanced_accuracy,0.7625115848007414,0.704970241202882,0.6255274261603375,"Defaults+normalize_total;True,log1p;True",20250220_164913
finetuned_model,42,accuracy,0.8256880733944955,0.7798165137614679,0.7385321100917431,"Defaults+normalize_total;True,log1p;True",20250219_230426
finetuned_model,42,auc,0.869902687673772,0.8017124360446902,0.7911392405063291,"Defaults+normalize_total;True,log1p;True",20250219_230426
finetuned_model,42,balanced_accuracy,0.713855421686747,0.686749504020048,0.6077004219409283,"Defaults+normalize_total;True,log1p;True",20250219_230426
finetuned_model,42,accuracy,0.8486238532110092,0.7844036697247706,0.7385321100917431,"Defaults+normalize_total;True,log1p;True",20250220_034731
finetuned_model,42,auc,0.8655004633920297,0.7940900073091782,0.7874472573839663,"Defaults+normalize_total;True,log1p;True",20250220_034731
finetuned_model,42,balanced_accuracy,0.7421223354958295,0.6899342173958443,0.5870253164556962,"Defaults+normalize_total;True,log1p;True",20250220_034731
finetuned_model,42,accuracy,0.8165137614678899,0.7752293577981652,0.7568807339449541,"Defaults+normalize_total;True,log1p;True",20250220_124426
finetuned_model,42,auc,0.849860982391103,0.7728933904145348,0.7854430379746835,"Defaults+normalize_total;True,log1p;True",20250220_124426
finetuned_model,42,balanced_accuracy,0.7144346617238184,0.6935888065156104,0.6306962025316456,"Defaults+normalize_total;True,log1p;True",20250220_124426
finetuned_model,42,accuracy,0.8394495412844036,0.7889908256880734,0.7477064220183486,"Defaults+normalize_total;True,log1p;True",20250220_075654
finetuned_model,42,auc,0.8663113994439295,0.7888691657095124,0.7790084388185654,"Defaults+normalize_total;True,log1p;True",20250220_075654
finetuned_model,42,balanced_accuracy,0.7427015755329008,0.6881069228359612,0.6036919831223628,"Defaults+normalize_total;True,log1p;True",20250220_075654
finetuned_model,42,accuracy,0.8394495412844036,0.7935779816513762,0.7339449541284404,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250220_010615
finetuned_model,42,auc,0.8610982391102874,0.8317844836587658,0.7631856540084387,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250220_010615
finetuned_model,42,balanced_accuracy,0.7493049119555144,0.7213636838258327,0.5735232067510548,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250220_010615
finetuned_model,42,accuracy,0.8348623853211009,0.7844036697247706,0.7431192660550459,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250219_230401
finetuned_model,42,auc,0.8825301204819277,0.8427482510180642,0.7809071729957805,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250219_230401
finetuned_model,42,balanced_accuracy,0.7594995366079704,0.6949462253315235,0.6005274261603375,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250219_230401
finetuned_model,42,accuracy,0.8256880733944955,0.8119266055045872,0.7522935779816514,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250220_075727
finetuned_model,42,auc,0.8727988878591288,0.8452542549859037,0.7742616033755274,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250220_075727
finetuned_model,42,balanced_accuracy,0.7336654309545876,0.7341025373290174,0.6223628691983122,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250220_075727
finetuned_model,42,accuracy,0.8256880733944955,0.7981651376146789,0.7293577981651376,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250220_190056
finetuned_model,42,auc,0.8781278962001853,0.8233267202673071,0.7567510548523206,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250220_190056
finetuned_model,42,balanced_accuracy,0.7204587581093606,0.7245483972016289,0.5703586497890296,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250220_190056
finetuned_model,42,accuracy,0.8211009174311926,0.7889908256880734,0.7293577981651376,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250220_165245
finetuned_model,42,auc,0.8827618164967563,0.829591730186906,0.7660337552742615,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250220_165245
finetuned_model,42,balanced_accuracy,0.724050046339203,0.6931189307716403,0.5600210970464135,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250220_165245
finetuned_model,42,accuracy,0.8486238532110092,0.7981651376146789,0.7293577981651376,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250220_100303
finetuned_model,42,auc,0.8901760889712697,0.849639761929623,0.755379746835443,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250220_100303
finetuned_model,42,balanced_accuracy,0.775139017608897,0.7045003654589119,0.5755274261603376,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,log1p;True",20250220_100303
finetuned_model,42,accuracy,0.8486238532110092,0.8073394495412844,0.7477064220183486,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250225_180246
finetuned_model,42,auc,0.8850787766450416,0.8120497024120288,0.7446202531645569,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250225_180246
finetuned_model,42,balanced_accuracy,0.7553290083410564,0.7208938080818628,0.5985232067510549,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250225_180246
finetuned_model,42,accuracy,0.8256880733944955,0.7935779816513762,0.7201834862385321,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_140507
finetuned_model,42,auc,0.852873030583874,0.8237443875952803,0.7612869198312237,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_140507
finetuned_model,42,balanced_accuracy,0.7204587581093606,0.6912916362117574,0.5588607594936709,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_140507
finetuned_model,42,accuracy,0.8394495412844036,0.7798165137614679,0.7293577981651376,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_040512
finetuned_model,42,auc,0.8551899907321594,0.8149733737078417,0.7471518987341772,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_040512
finetuned_model,42,balanced_accuracy,0.7360982391102873,0.686749504020048,0.5703586497890296,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_040512
finetuned_model,42,accuracy,0.8256880733944955,0.7889908256880734,0.7201834862385321,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_135128
finetuned_model,42,auc,0.8898285449490269,0.8405554975462044,0.755590717299578,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_135128
finetuned_model,42,balanced_accuracy,0.740268767377201,0.708154954578678,0.5485232067510548,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_135128
finetuned_model,42,accuracy,0.8256880733944955,0.7981651376146789,0.7247706422018348,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_134503
finetuned_model,42,auc,0.8687442075996292,0.8325154014827191,0.7531645569620253,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_134503
finetuned_model,42,balanced_accuracy,0.7204587581093606,0.7145243813302704,0.5723628691983123,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_134503
finetuned_model,42,accuracy,0.8302752293577982,0.8073394495412844,0.7155963302752294,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250225_180737
finetuned_model,42,auc,0.8724513438368859,0.8289652291949462,0.7380801687763712,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250225_180737
finetuned_model,42,balanced_accuracy,0.7366774791473587,0.7208938080818628,0.5505274261603376,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250225_180737
finetuned_model,42,accuracy,0.8119266055045872,0.8027522935779816,0.7339449541284404,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_035753
finetuned_model,42,auc,0.8608665430954588,0.8278166440430197,0.7678270042194093,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_035753
finetuned_model,42,balanced_accuracy,0.6982159406858202,0.7177090947060667,0.5838607594936709,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_035753
finetuned_model,42,accuracy,0.8532110091743119,0.8073394495412844,0.7477064220183486,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_035320
finetuned_model,42,auc,0.8981696014828545,0.8421217500261041,0.7940928270042193,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_035320
finetuned_model,42,balanced_accuracy,0.7517377201112141,0.7158818001461835,0.5985232067510549,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250226_035320
finetuned_model,42,accuracy,0.8486238532110092,0.8165137614678899,0.7201834862385321,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250225_180428
finetuned_model,42,auc,0.8766218721037998,0.8357523232745119,0.7324894514767932,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250225_180428
finetuned_model,42,balanced_accuracy,0.775139017608897,0.7422992586404928,0.564029535864979,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,smoothing;True",20250225_180428
finetuned_model,42,accuracy,0.8348623853211009,0.8073394495412844,0.7614678899082569,"Defaults+train_epochs;1,smoothing;True,st_PCA;True",20250225_145221
finetuned_model,42,auc,0.8818350324374421,0.8117364519160488,0.7784810126582279,"Defaults+train_epochs;1,smoothing;True,st_PCA;True",20250225_145221
finetuned_model,42,balanced_accuracy,0.7528962001853567,0.725905816017542,0.6235232067510548,"Defaults+train_epochs;1,smoothing;True,st_PCA;True",20250225_145221
finetuned_model,42,accuracy,0.8256880733944955,0.7935779816513762,0.7431192660550459,Defaults+normalize_total;True,20250220_083957
finetuned_model,42,auc,0.8629518072289157,0.8130938707319619,0.755168776371308,Defaults+normalize_total;True,20250220_083957
finetuned_model,42,balanced_accuracy,0.727062094531974,0.7013156520831159,0.5953586497890295,Defaults+normalize_total;True,20250220_083957
finetuned_model,42,accuracy,0.8532110091743119,0.8119266055045872,0.7247706422018348,Defaults+normalize_total;True,20250219_234220
finetuned_model,42,auc,0.8775486561631141,0.817688211339668,0.7477848101265823,Defaults+normalize_total;True,20250219_234220
finetuned_model,42,balanced_accuracy,0.7715477293790547,0.7190665135219798,0.5775316455696202,Defaults+normalize_total;True,20250219_234220
finetuned_model,42,accuracy,0.8119266055045872,0.7889908256880734,0.7431192660550459,Defaults+normalize_total;True,20250216_175811
finetuned_model,42,auc,0.8639944392956441,0.7941944241411716,0.7739451476793249,Defaults+normalize_total;True,20250216_175811
finetuned_model,42,balanced_accuracy,0.7180259499536608,0.708154954578678,0.5953586497890295,Defaults+normalize_total;True,20250216_175811
finetuned_model,42,accuracy,0.8394495412844036,0.8119266055045872,0.7293577981651376,Defaults+normalize_total;True,20250216_165108
finetuned_model,42,auc,0.8681649675625579,0.8008771013887439,0.7537974683544304,Defaults+normalize_total;True,20250216_165108
finetuned_model,42,balanced_accuracy,0.7493049119555144,0.7341025373290174,0.5962025316455696,Defaults+normalize_total;True,20250216_165108
finetuned_model,42,accuracy,0.8394495412844036,0.8211009174311926,0.7293577981651376,Defaults+normalize_total;True,20250216_174204
finetuned_model,42,auc,0.8732622798887859,0.8197765479795343,0.774367088607595,Defaults+normalize_total;True,20250216_174204
finetuned_model,42,balanced_accuracy,0.7493049119555144,0.7404719640806098,0.5910337552742616,Defaults+normalize_total;True,20250216_174204
finetuned_model,42,accuracy,0.8394495412844036,0.7981651376146789,0.7247706422018348,Defaults+normalize_total;True,20250216_164713
finetuned_model,42,auc,0.8697868396663578,0.8270857262190665,0.7471518987341771,Defaults+normalize_total;True,20250216_164713
finetuned_model,42,balanced_accuracy,0.7757182576459685,0.7195363892659496,0.5878691983122363,Defaults+normalize_total;True,20250216_164713
finetuned_model,42,accuracy,0.8211009174311926,0.8073394495412844,0.7385321100917431,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250220_004404
finetuned_model,42,auc,0.865616311399444,0.8329330688106923,0.7867088607594938,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250220_004404
finetuned_model,42,balanced_accuracy,0.7372567191844299,0.725905816017542,0.5766877637130802,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250220_004404
finetuned_model,42,accuracy,0.7981651376146789,0.7935779816513762,0.7293577981651376,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250220_075815
finetuned_model,42,auc,0.8403614457831327,0.822282551947374,0.7427215189873418,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250220_075815
finetuned_model,42,balanced_accuracy,0.702386468952734,0.6912916362117574,0.5962025316455696,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250220_075815
finetuned_model,42,accuracy,0.8073394495412844,0.8027522935779816,0.7385321100917431,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250220_183715
finetuned_model,42,auc,0.8466172381835033,0.831888900490759,0.7385021097046414,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250220_183715
finetuned_model,42,balanced_accuracy,0.7084105653382762,0.7227211026417459,0.5818565400843881,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250220_183715
finetuned_model,42,accuracy,0.8211009174311926,0.7889908256880734,0.7247706422018348,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250220_094006
finetuned_model,42,auc,0.8736098239110287,0.8529811005534093,0.7796413502109705,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250220_094006
finetuned_model,42,balanced_accuracy,0.7306533827618165,0.7181789704500365,0.5620253164556962,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250220_094006
finetuned_model,42,accuracy,0.7981651376146789,0.8119266055045872,0.6972477064220184,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250220_165145
finetuned_model,42,auc,0.8619091751621872,0.8375274094183982,0.7277426160337552,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250220_165145
finetuned_model,42,balanced_accuracy,0.702386468952734,0.7391145452646967,0.5275316455696203,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250220_165145
finetuned_model,42,accuracy,0.8302752293577982,0.8027522935779816,0.7431192660550459,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250219_230334
finetuned_model,42,auc,0.8717562557924003,0.8245797222512269,0.7736286919831223,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250219_230334
finetuned_model,42,balanced_accuracy,0.7366774791473587,0.7227211026417459,0.5901898734177216,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True",20250219_230334
finetuned_model,42,accuracy,0.8165137614678899,0.7477064220183486,0.7844036697247706,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250220_081844
finetuned_model,42,auc,0.8595922150139017,0.7961783439490446,0.7815400843881856,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250220_081844
finetuned_model,42,balanced_accuracy,0.7210379981464319,0.6444084786467579,0.6703586497890296,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250220_081844
finetuned_model,42,accuracy,0.8532110091743119,0.7889908256880734,0.7522935779816514,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250220_174039
finetuned_model,42,auc,0.8751158480074144,0.8056802756604364,0.7430379746835443,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250220_174039
finetuned_model,42,balanced_accuracy,0.7715477293790547,0.6981309387073196,0.6223628691983122,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250220_174039
finetuned_model,42,accuracy,0.8532110091743119,0.7889908256880734,0.7568807339449541,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250219_232341
finetuned_model,42,auc,0.8696709916589433,0.789704500365459,0.7818565400843882,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250219_232341
finetuned_model,42,balanced_accuracy,0.7583410565338276,0.7031429466429988,0.6203586497890295,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250219_232341
finetuned_model,42,accuracy,0.8348623853211009,0.8119266055045872,0.7614678899082569,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250220_171359
finetuned_model,42,auc,0.8831093605189991,0.823326720267307,0.7657172995780591,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250220_171359
finetuned_model,42,balanced_accuracy,0.7330861909175161,0.7140545055863006,0.6338607594936709,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250220_171359
finetuned_model,42,accuracy,0.8486238532110092,0.8027522935779816,0.7339449541284404,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250221_023938
finetuned_model,42,auc,0.8441844300278035,0.800250600396784,0.7328059071729958,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250221_023938
finetuned_model,42,balanced_accuracy,0.748725671918443,0.7126970867703875,0.5941983122362869,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250221_023938
finetuned_model,42,accuracy,0.8256880733944955,0.7798165137614679,0.7477064220183486,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250220_084245
finetuned_model,42,auc,0.8710611677479148,0.7932546726532318,0.7578059071729958,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250220_084245
finetuned_model,42,balanced_accuracy,0.727062094531974,0.686749504020048,0.5985232067510549,"Defaults+normalize_total;True,normalize_CPM;True,exclude_highly_expressed;True,log1p;True",20250220_084245
finetuned_model,42,accuracy,0.8348623853211009,0.8119266055045872,0.7431192660550459,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250226_030147
finetuned_model,42,auc,0.8841519925857276,0.8405554975462044,0.7570675105485232,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250226_030147
finetuned_model,42,balanced_accuracy,0.7727062094531973,0.7491385611360551,0.6005274261603375,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250226_030147
finetuned_model,42,accuracy,0.8302752293577982,0.8073394495412844,0.7201834862385321,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250225_180537
finetuned_model,42,auc,0.9023401297497684,0.842748251018064,0.7482067510548523,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250225_180537
finetuned_model,42,balanced_accuracy,0.7366774791473587,0.7359298318889005,0.579535864978903,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250225_180537
finetuned_model,42,accuracy,0.8256880733944955,0.8165137614678899,0.7110091743119266,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250226_115907
finetuned_model,42,auc,0.8817191844300278,0.8556959381852355,0.7435654008438818,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250226_115907
finetuned_model,42,balanced_accuracy,0.7534754402224282,0.7422992586404928,0.5887130801687763,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250226_115907
finetuned_model,42,accuracy,0.8302752293577982,0.7981651376146789,0.7339449541284404,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250225_180428
finetuned_model,42,auc,0.8600556070435589,0.8340816539626188,0.7253164556962025,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250225_180428
finetuned_model,42,balanced_accuracy,0.7564874884151993,0.7195363892659496,0.5993670886075949,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250225_180428
finetuned_model,42,accuracy,0.8302752293577982,0.7935779816513762,0.7431192660550459,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250225_180159
finetuned_model,42,auc,0.8840361445783133,0.8495353450976297,0.7575949367088608,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250225_180159
finetuned_model,42,balanced_accuracy,0.7498841519925857,0.726375691761512,0.6005274261603375,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250225_180159
finetuned_model,42,accuracy,0.8486238532110092,0.7981651376146789,0.7385321100917431,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250226_115407
finetuned_model,42,auc,0.8700185356811863,0.8434791688420173,0.7409282700421941,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250226_115407
finetuned_model,42,balanced_accuracy,0.7685356811862836,0.7245483972016289,0.6025316455696202,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250226_115407
finetuned_model,42,accuracy,0.8256880733944955,0.8211009174311926,0.7293577981651376,"Defaults+stain_normalize_finetune;True,stain_normalize_inference;True,normalize_total;True,log1p;True,st_PCA;True",20250226_030148
